cisGene.Symbol,transGene.Symbol
RP11-382B18.3,CHRNA7
RP11-399F4.2,FTH1P16
PDCD5,
AC019349.5,A2ML1
PON2,FBXL4
RPL12,RPL12P4
LINC00969,AC024560.2
GOLGA8R,RP11-16P20.3
SLC22A31,CHKB
KANSL1,RP11-798G7.8
DNAJC13,HEATR6
ZSCAN29,METRNL
RP11-932O9.7,GOLGA8R
C19orf48,PROX1
LINC01060,PELI1
ADHFE1,AQP7P4
GTPBP8,DHRS13
SLC25A27,WASH7P
RP11-195E2.4,OCLN
ACSM6;C10orf129,TTTY14
AGAP9,AGAP10;AGAP9
CCDC69,ISM1
C12orf60,FGFR2
RALY,RP11-254F19.2
RP11-159C21.4;RPS13P2,RPS13
FBXO2,S100A10
DDO,USP32
RPRD1A,RP3-508I15.22
F2RL1,IL1RL2
HLA-F-AS1,PSPHP1
GHR,ZNF33A
C22orf34,LINC01273;RP11-112L6.4
RP1-228P16.1,RP11-192H23.6
BRICD5,C1orf68
LINC01606;RP11-513O17.2,DNAJC19
ALG12,CTB-58E17.9
AC019349.5,SPRR1A
PRMT6,CORO2B
PRR4,PPIG
ATP5J,ATP5F1
RP11-134G8.8,RP11-781P6.1
RP11-399F4.2,FTH1P20
ZCCHC11,TRA2A
RP11-77H9.5,HNRNPA3P9
C9orf156,CCDC58
TAS2R50,C12orf71
RP4-738P11.4,CTD-2013N17.4
REG1A,CEL
NAIP,RP11-1319K7.1
HAUS1,CDS1
AC133528.2,CTD-3185P2.2
EPHA1-AS1,IL6STP1
TC2N,SNHG17
RP11-347C12.1,RP11-166B2.1
CDS1,NRP1
DOCK8,AC010090.1;LINC01412
ZCCHC11,FDX1
RP1-29C18.8,GCOM1
GFM1,GTF2B
HEATR6,MASP2
WTAP,CXorf40B
RP11-127I20.5,C1orf172;KDF1
LRRC1,MDM4
ARHGEF19,HEYL
TMEM133,FAM63B
PCDHGA6,RGS17P1
GCSH,GCSHP5
FTSJ3,DAZAP1
LRRC61,ABCA6
NUP88,CCT7
RP11-819C21.1,
RPS14P3,ZNF256
GFPT1,MEN1
FAM103A1,FAM103A2P
KANSL1,SLC5A6
SMN2,HSD17B7
PHACTR3,RP11-761I4.4
RPS9,HCAR1
DGKQ,DUSP10
TBCK,BDNF
EXD3,HIST1H2BD
RPF1,CTC-366B18.4
SH2B1,BRCA1
PCBP3,FAM109B
NKAIN4,COX6B1P4
RP11-166P13.3,GDF6
SP140L,AARS2
COQ5,ABI3BP
SNX10,TENM2
MAN2B2,
SPIRE2,DLK1
GNE,GLE1
DAXX,MAPKAPK5-AS1
RP11-160O5.1,FLII
RP11-499P20.2,ANAPC16
ZSCAN20,NAV1
CDKN2AIPNL,ARL5A
MCM3AP,C2CD2
RP11-379F4.7,RP11-79N23.1
C11orf73,CNOT2
NUP88,SIPA1
SLC41A2,NRIP3
TEX264,WDR6
RP11-613D13.5,RPL13AP20
NOS2P3,KCNE1
PARD3,RP11-22N19.2
WDSUB1,NDUFA4L2
ANGPTL6,LAPTM5
PPP2R3A,AMT
ADD3,CLDN1
RP11-632K20.2,CTD-3092A11.1
MUL1,FAM213B
KCTD10,RP4-669P10.16
CTC-338M12.4,KMT2E-AS1
CTA-293F17.1,YIPF4
AC019349.5,SPRR3
CPB2-AS1,USP24
RP11-92G12.3,AADACL4
TF,SLC10A7
SERTM1,C21orf62
IFITM2,GPR137C
SLC26A5,CDKAL1
AC103965.1;GOLGA2P7,RP13-996F3.3
SETDB1,
RASGRP3,DNAJC5B
HOXD9,ENPP2
HOXD8,ENPP2
DNMBP,RMI2
LITAF,RP11-92G12.3
RP11-785H5.1;SMIM10L1,USP9Y
RP11-10L7.1,CTA-250D10.23
ZNF30,NIPAL3
FCF1P2,RP11-456K23.1
CTGLF12P,AGAP10;AGAP9
LACTB,RETSAT
HOXD9,RP11-44K6.4
HOXD8,RP11-44K6.4
TAS2R14,ZXDC
MAP3K2,LMLN-AS1
GGNBP2,MTFP1
THBS3,TSPAN3
AC005363.9,PAICS
RP11-593F23.1,TMEM160
VPS37C,CUL1
NIPAL2,RETN
RBM6,TPP1
TM7SF3,TMEM205
GBAP1,LINC00693
RABAC1,ZNF423
RPL3P2,MTND5P11
PCBP3,CREBBP
CFL1P5,TAS2R64P
DGCR9,FBXL14
AC000095.9,FBXL14
BRD9,TIMP3
RP11-421M1.8,SC5D
AGAP4,AGAP8
DNAJC1,MAPK1IP1L
RALY,UROS
RP11-457M11.2,RP11-498P14.3
RP11-720L2.4,LZIC
ACAD9,CUL9
NCOA1,GLT8D1
SNHG18,ZNF32
VPS13C,TMEM45B
SLC16A6P1,
TRABD2A,RP11-373D23.2
IFT74,U91328.21
TMEM116,RP11-29H23.5
WDR41,HHLA3
CATSPER2,RP11-1094M14.8
RP11-179B2.2,AKIRIN1
SDK1,TUBA4A
COMT,LILRB2
RP11-640M9.1,TNFRSF10D
DAD1,BRPF1
ABI3,RASA2
RNASEH2C,MED4-AS1
NRD1,BAG6
RASAL3,RP11-381E24.1
LMBRD1,VARS
LYSMD4,KMT2A
ABCA7,BPIFB9P
C1RL-AS1,SCML2P2
RP11-747H7.3,C1orf127
NEMP1;TMEM194A,
TDRD10,MMADHC
RXRA,B4GALT4
UBR4,EDEM3
HCG4P5,RP11-284N8.3
CNTNAP3B,
LNPEP,EPHA4
hsa-mir-6723,RP11-177C12.1
AC012146.7,ADAP2
SPINT2,03-Sep
MANEA,RP11-62H20.1
SAMD9L,TSR2
P2RY12,
ANXA5,AARS2
GTF2A1L,HILS1
C1RL-AS1,ADH1C
PLBD1-AS1;RP11-695J4.2,TERC
LINC00663,PWP1
GTPBP8,
DCT,LAMA5-AS1;RP11-157P1.5
GGA3,CTD-2196E14.4
TMEM176B,TRIM8
ANXA8L2,CFAP221;PCDP1
LY75,ST13P19
FAM3B,CLDND1
H3F3A,RP11-402J6.3
RP11-932O9.7,RP11-632K20.2
TGFB1,KIF13A
CCDC57,RPS26P47
SPA17,CTB-61M7.2
ST3GAL5,SP5
SDK1,ERI3
USP45,RPL39P3
WBP4,RP11-789C17.1
IKBIP,FBXL20
WDR36,
GOLT1B,CD8A
CTD-2017D11.1,ZNF385B
GTF3C3,BROX
MYO19,MTFP1
RP11-390E23.6,CTD-2587H19.1
ZSCAN31,DTD2
AP1AR,RP11-574K11.29
LL22NC03-86G7.1,TOP2A
DDRGK1,FAM157C
RP11-37E23.5,MSC-AS1;RP11-383H13.1
TDRD10,SRRM2
SURF1,GNPDA2
SNAI1,FUT1
CBWD1,CBWD6
HS3ST3A1,RP11-74C13.3
TCTN2,AK9
WDR6,CPZ
RP11-295H24.3,PTPN18
CHRFAM7A,RP11-632K20.7
DECR2,FOXJ3
RPS28,AC018738.2
RPSA,RPSAP19
LRRC2,TDGF1P3
TDGF1,TDGF1P3
RPS28,RPS28P7
RNF5,RNF5P1
RP11-457M11.2,ZNF322P1
ZNF322,ZNF322P1
RP11-259G18.3,LRRC37A4P
BAK1,BAK1P1
RP11-259G18.3,DND1P1
KANSL1-AS1,CRHR1
AC005363.9,RP11-364L4.1
CLEC18C,CLEC18B
USP32P2,USP32P1
KANSL1,
RP11-274B21.1,CICP13
RP11-274B21.3,CICP13
RP11-274B21.4,CICP13
RP11-274B21.2,CICP13
RP11-195E2.1,OCLN
GTF2H2,OCLN
EIF3F,EIF3FP3
AC018638.1,CICP13
AC107982.4,USP32P1
CHCHD2,CHCHD2P6
RP11-274B21.9,CICP5
RP11-195E2.4,OCLN
DHFR,DHFRP1
RALGAPA1,RALGAPA1P
RP11-274B21.1,LINC01347
RP11-274B21.3,LINC01347
RP11-274B21.4,LINC01347
RP11-274B21.2,LINC01347
AC073641.2,RP11-64B16.2
PDXDC2P,CLEC18B
FAM103A1,FAM103A2P
MTRF1L,RP11-756P10.3
RP11-274B21.2,CICP5
TDRKH,STK40
C4A,RNF5P1
LRRC37A2,WNT3
RP11-274B21.1,CICP5
RP11-274B21.3,CICP5
RP11-274B21.4,CICP5
RPSA,RPSAP15
TBC1D3F,LRP2BP
NDC1,LINC01431
FHL3,TBRG4
USP22,ZNF385A
TDRKH,TSPAN12
AC018638.1,CICP5
JPH4,AD001527.7
CTA-963H5.5,POU2F1
BDH2,BDH2P1
C10orf107,11-Sep
CNOT2,XXbac-BPG249D20.9
KCNMB4,XXbac-BPG249D20.9
H3F3A,RP11-402J6.3
RP11-274B21.1,CICP26
RP11-274B21.3,CICP26
RP11-274B21.4,CICP26
CTA-217C2.1;NUP50-AS1,AC116614.1
AC018638.1,RP11-261C10.7
RGS14,RP13-401N8.3
RP11-274B21.2,CICP26
LINC00562,ZKSCAN8
EXOC4,GPSM2
LRP3,COX6C
RP11-274B21.3,RP11-261C10.7
RP11-274B21.4,RP11-261C10.7
RRM2,CDC20
RP11-274B21.1,RP11-261C10.7
CREG1,SLC25A4
RRM2,UBE2C
CREG1,PTN
UHRF1,MELK
RP11-457M11.5,RP1-151F17.1
CARHSP1,SYK
RNF168,PRMT3
ARL17A,UTS2B
PHLPP2,IRF2BP2
AC078852.1,RP11-383G6.4
AC104135.3;LINC01291,MDFIC
CTB-171A8.1,DCUN1D2
FOXF2,VIPR1
BMS1P20,TBCB
TSPO,DHFRP1
CCDC144B,USP32P1
TCF21,PROSER2
GS1-124K5.6;GTF2IP9,RP11-66B24.4
SPOCK2,CTU2
SUPT5H,RP11-169K16.8
CTD-2035E11.4,RCAN2
AVP,RPL7AP10
RP11-12C17.2,RP11-428J1.4
RPS18,
RRM2,KIAA0101
AP001468.1,PSRC1
RP11-108M9.4,SYP-AS1
RNF144A,PHLDA1
APIP,RP11-196I18.3
NOMO3,PKD1P5
PKD1P1,PKD1P5
AC138969.4,PKD1P5
H2AFY2,PIFO
EIF2AK4,TPST1
DDOST,SPCS2P4
INTS4L1;INTS4P1,PTBP1
FOXF2,MRPL1
NBR2,FBXO8
RRM2,TOP2A
TEX9,SLC2A13
SMUG1,GIN1
HLA-B,HLA-DOB
SDHDP6,SUN1
CARF,RP11-256P1.1
DFFB,RPS15AP12
RP11-378J18.3;TAF1A-AS1,CLUL1
DFNB31,
SPIRE2,FAM185BP
RP11-296I10.6;SMG1P7,CLEC18B
RP11-420G6.4;SERPINB9P1,FAM8A1
EDARADD,RP11-317L10.1
HCG4P11,
RRM2,NCAPG
GPR180,LEPREL1-AS1;P3H2-AS1
FLVCR1-AS1,C5orf34
GTF2F1,XAB2
CHAF1A,MSRB2
AC007773.2,NDUFB8P2
RP5-894A10.2,PAQR9-AS1;RP11-372E1.6
FNBP1P1,TNNT3
TMEM38B,TNRC6B
GTF2H2B,GTF2H2C
CTC-550B14.7,ADSL
PTPRVP,TPRG1L
RP11-1060J15.4,
GOLM1,HK2
REP15,
WEE2-AS1,RP11-10C24.1
CLEC2D,AC010226.4
RP11-274B21.2,RP11-261C10.7
IL4R,DCTN2
AC108488.3;RNASEH1-AS1,
RP11-81H14.2,TRBV24-1
MIEF2,PMS2
RP11-420G6.4;SERPINB9P1,SSC5D
CENPP,
ZNF419,COX6A1P2
AC123768.4,GOLGA8I
OIP5-AS1,HNRNPA1P16
AC004951.5,LIMS2
ADAT1,CPPED1
CTNS,TIE1
TRAPPC3,PCDHGA6
AE000658.22,
CAPN9,SULT2A1
RP11-114H24.4,AC073133.1
AP001062.8,PNLIPRP1
PAPLN,KLF5
CSNK1E,PPP2R5C
KCNJ3,RP11-433M22.2
EXO1,CENPM
FRMD3,HIST1H2BJ
RRM2,BUB1B
NUPR1L,CHCHD2P6
FAM124B,ADGRL4;ELTD1
C6orf163,RP11-61A14.1
DNAJC6,U62631.5
RRM2,KIF20A
FRRS1L,IGSF10
FEM1A,KCNH2
Y_RNA,CTD-2135D7.5
LRRC23,TRIB3
RRM2,NEK2
CTB-43E15.4;LINC01485,OBSCN
RP11-152F13.7,GGNBP2
NPPA-AS1,AC024937.6
RRM2,MCM10
TMEM150C,ZNF784
RP4-671G15.2,U73166.2
SPTBN1,HNRNPA3
SREBF1,SLC15A4
PIDD;PIDD1,CTD-2194A8.2
RP11-958N24.2,NPIPA8
PNPLA7,FBXL20
RPSAP54,ACAP1
MDH1B,G6PD
RP11-379B18.5,FAT2
RRM2,PKMYT1
RP11-274B21.10,PRELID2
MGC10955,SFRP2
PRKAB1,POLR2G
RRM2,EME1
FBLL1,MTCH2
PYROXD1,RP11-166B2.1
TBC1D3F,TTC5
RP11-493L12.4,RP11-411B10.3
HAUS4,SAR1B
RP11-195E2.4,EIF4E
PARVG,RP11-834C11.11
ATP8B4,SYT10
DFNB31,WDR1
DPP4,ANTXR1
GLIS3,CCNJ
CTD-2260A17.1,ATP2B4
ERAP1,ATP2B4
SMIM20,SLC39A7
STK33,GRPEL2-AS1
MICA,SDCBP
CICP14,CICP22
RP11-350J20.5,PACS1
PAPLN,RSPO3
SUV420H2,INPP4B
NSUN2,JADE3
SNHG8,HIST1H4J
RRM2,BUB1
CTSF,ZMYM1
TULP3,RP5-854E16.2
LRRC61,
TMEM254-AS1,XXbac-B476C20.9
GCSH,VSTM2B
LINC01260;RP11-445H22.3,TRIT1
DTX2,ZNF133
GUCY1B3,SEMA3G
FAM234B;KIAA1467,RP11-111A22.1
C1QTNF6,
ACOX3,RP11-727F15.9
MYH10,CKAP4
CFDP1,TEKT2
STK19,CCDC38
SYCP2L,ACOT7
LINC01003,TPST1
BEND3P1;RP11-564C4.6,
CRYZ,CTB-13H5.1;RPL7P1
RP11-761N21.2,CTD-2161E19.1
SGPP2,WBSCR16
LACTB2-AS1;RP11-382J12.1,FAM124B
SUZ12P;SUZ12P1,TTC33
AC005154.6,DHH
ZNF541,
RP11-368I7.4,CTD-2555O16.4
TRAPPC3,AC064834.2
NOC3L,ERBB3
UHRF1BP1,RPS12P20
CINP,LINC01220;RP11-293M10.5
CLCA2,C11orf74
RRM2,IQGAP3
TYW1B,PDE6A
RRM2,TROAP
TAP2,CARD8
CELA2A,SCLY
AP3D1,RBMS2P1
GOLGA2P10;RP11-152F13.3,TMCC2
MAATS1,BAIAP3
RPSA,RPSAP19
AGAP8,AGAP4
RP11-259G18.3,CRHR1-IT1
KANSL1-AS1,CRHR1-IT1
RPS28,AC018738.2
RPS28,RPS28P7
RPS14,
KANSL1-AS1,LRRC37A4P
RP1-37N7.3,USP32P1
RPL13,RPL13P12
FAM21A,
EIF3F,EIF3FP3
RPS16,RP11-169K16.8
RALGAPA1,RALGAPA1P
RP11-423H2.1,THOC3
COX20,COX20P1
AGER,RNF5P1
RP11-259G18.3,RP11-707O23.5
WNT3,CRHR1-IT1
RP11-259G18.3,DND1P1
KANSL1-AS1,DND1P1
CICP14,CICP13
RP11-274B21.4,CICP13
RP11-274B21.3,CICP13
RP11-274B21.2,CICP13
RP11-457M11.2,ZNF322P1
RP11-958N24.2,PKD1P5
RPSA,RPSAP15
KANSL1,
DHFR,DHFRP1
MTRF1L,RP11-756P10.3
RPS18,
RP1-101K10.6,RP11-756P10.3
ZNF322,ZNF322P1
RP11-958N24.2,NPIPA8
NPIPA5,PKD1P5
RP11-798G7.8,
RP11-958N24.2,
CCDC144B,USP32P1
AC138969.4,
PKD1P1,
DDX11L2,AC002055.4;RPL23AP82
GOLGA8H,CHRNA7
CHRFAM7A,CHRNA7
RP11-382B18.3,CHRNA7
OCLN,RP11-195E2.1
RP11-274B21.4,RP11-261C10.7
RP11-274B21.3,RP11-261C10.7
RP11-274B21.2,RP11-261C10.7
CTD-3157E16.1,MEIS3P2
RP11-671M22.4,RP13-996F3.4
MEIS3P1,MEIS3P2
NPIPA5,NPIPA8
AGAP7,CTGLF11P
FAM72B,NBPF14
RP11-274B21.1,CICP13
RP11-274B21.1,CICP5
RP11-195E2.1,OCLN
NPIPA5,
ZNF79,RPL12P16
RPL12,RPL12P16
DDX11L2,
SHMT1,USP32P1
RP11-958N24.2,RP11-304L19.2
CICP14,CICP5
RP11-274B21.4,CICP5
RP11-274B21.2,CICP5
GTF2H2B,GUSBP3
RP11-195E2.4,GUSBP3
RPL12,RPL12P4
MZT2A,AC018804.6
CICP14,LINC01347
RP11-274B21.2,LINC01347
RP11-195E2.4,OCLN
BAK1,BAK1P1
SERF1A,RP11-848G14.5
RP11-497H16.2,RP11-848G14.5
BDH2,BDH2P1
CLEC18A,NPIPB15
KANSL1,RP11-798G7.8
ZNF79,RPL12P4
GTF2H2B,OCLN
ULK4P3,CHRNA7
H3F3A,H3F3AP4
CICP14,CICP26
RP11-274B21.4,CICP26
RP11-274B21.3,CICP26
RP11-274B21.1,RP11-261C10.7
OCLN,RP11-195E2.4
NPIPA5,RP11-304L19.2
PYROXD1,RP11-819M15.1
SF3B3,NPIPB15
AFAP1L2,GRK5
AC005363.9,RPS2P7
FAM103A1,FAM103A2P
AC093642.5,AC137934.1
KANSL1L,
STAG3L1,STAG3L3
GTF2H2B,RP11-848G14.5
CPAMD8,AC060834.2
KRT8,KRT8P3
H3F3A,RP11-402J6.3
AC005363.9,RPS2P5
KRT8,KRT8P45
ULK4P2,CHRNA7
RP11-1415C14.3,RP11-848G14.5
MITF,
RP11-497H16.4,GUSBP3
GTF2H2C,RP11-195E2.4
C4A,HLA-C
PPP1R14B,PPP1R14BP3
GCSH,GCSHP5
PDZRN4,HIST1H2AC
AC103965.1;GOLGA2P7,RP13-996F3.3
SERF1A,OCLN
RPS23,RPS23P8
RP11-274B21.1,CICP9
SERF1A,GUSBP3
RP11-497H16.2,GUSBP3
MAPK9,KIAA1432;RIC1
ENPP4,CAPN14
THUMPD3,HIPK1
RP11-1415C14.3,GUSBP3
UBA6-AS1,RNF207
APIP,RP11-196I18.3
RRAS,AC006378.2
NSFP1,
NSFP1,RP11-798G7.8
NSUN2,RAB6A
CTD-3128G10.6,BCL7A
ZNF33B,RP11-508N22.12
TRAPPC12-AS1,MIR3652
GPR37L1,CNTN2
FLYWCH1,MIEF2
RP11-274B21.1,CICP26
SEPHS1P1,RTF1
PARD3,RASSF1
WBP2NL,AC116407.2
ADO,AC005519.4
LDLRAP1,RP5-940J5.8
BEND3P3,BEND3P1;RP11-564C4.6
RP11-359I18.5,MSTO2P
TOMM7,DEGS1
HSD17B11,MSRB2
SBSPON,RPL39P5
CMPK1,MZT1
ZNRF2P1,C9orf172
TEC,DDAH2
XRCC4,SLC14A1
CCDC8,PPP4R3A
DDX11L2,AP006222.1;RPL23AP21
RPS20,ARPC1A
RP11-497H16.4,GTF2H2C
SNHG9,RPS2P5
RP11-274B21.3,CICP9
RP11-274B21.2,CICP9
C1orf233,PLA2G4B
UBE2Q2P1,GOLGA6L10
PTBP1,C9orf142
NEIL2,TIMM13
RP11-389C8.2,DOC2B
PLA2R1,VMO1
PDPK2;PDPK2P,TREX2
PRKAG3,CARS
GTF2H2C,GTF2H2
UBE2Q2P1,RP13-996F3.4
RP11-235E17.6,PRKCSH
TSTD1,ADGRA3;GPR125
MAP2K4,ZC3H12C
NOC2L,RP11-720L2.3
GNRHR,RNF207
ADAMTS7,TFP1
STK33,QTRTD1
ADHFE1,SPSB2
YWHAZ,YWHAZP3
SDC1,ICE1;KIAA0947
ZSCAN23,ZNF239
ZMYND19,KARS
ARHGEF40,MLTK
RP11-523G9.3,FAM83D
PAXIP1-AS1,RPL15P3
RP4-756H11.3,GTF2F2P1
AL513477.1,RP11-713N11.4
KLHL7,FBXW2
LNPEP,LMBR1L
TIMM10,CLEC4G
RP11-6N17.6,TOR4A
PDSS2,RP11-720L2.4
HIST3H2A,D2HGDH
CABIN1,RWDD2A
CLEC18A,CLEC18B
CKMT2-AS1,
RANBP9,GAB3
RP11-219E7.1,EIF1B
C15orf40,RP11-405F3.4
CBR3-AS1,H3F3AP4
RFTN1,MRPL32
COX5BP7,ZNF746
TSR3,C9orf3
AC123768.4,CFAP36
AGAP8,CTGLF11P
SSBP2,
DMWD,RP11-545I5.3
C12orf60,OBSCN
NSFL1C,CAMK2B
KLF12,XRCC3
LINC00487,IRF8
CBR3-AS1,MYLK-AS1
RP11-568K15.1,PCMTD2
ELAC2,
CBS,IL4R
CTB-5E10.3,ADPRHL2
MRI1,ADPRHL2
SLC2A1-AS1,XXbac-B476C20.17
ASCL5,FHOD3
AGAP4,AGAP8
NPTX2,COL9A2
GSAP,AC069287.1
BDP1,DAGLB
TXNRD2,RP11-362K14.7
NDUFAF4,COG7
EIF4B,EIF4BP6
AC006547.14;CCDC188,PHC1P1
ZNF592,GPR176
COG2,SMAD3
CCDC124,EI24
MYO15A,USP32P1
SEMA6C,AP4S1
MTHFD2,EIF2S2
LINC01604;MINCR;RP13-582O9.5,RAB35
CHMP6,RXFP2
AC005540.3,RP11-84C10.4
SBSPON,AMOTL2
RP11-389C8.2,RP11-449P15.1
STK10,EXOC5P1
TUBB2B,CREB3
CTC-506B8.1,
MRPS9,PCYOX1
CTD-2047H16.4,INO80
IFNA20P,TRAM1L1
DHRS12,AZI1;CEP131
CNTLN,RP11-245J9.6
HIST2H2BA,WI2-1896O14.1
EFTUD2,GATS
USP37,SRPX
KHK,TMEM42
RP11-389C8.2,AVPR2
PDZRN4,SMEK2
INMT,KCTD7
AOC4P,CCDC146
CHMP6,ENPP7P2
RP11-511B23.3,SRP9P1
PSCA,LRRC47
APLP1,ENTPD5
RNF138,CDC23
TOMM34,CYP2B7P;CYP2B7P1
IL15RA,S100PBP
NAPG,GKAP1
SLC31A1,PAK3
AC007163.8,ASCC2
TRPV4,DNAJC13
CFAP97;KIAA1430,PSTK
HLA-W,JMJD6
ATF1,PTPRN2
PDS5B,TP53BP2
RP11-1109F11.5,FMNL1
RP11-90P13.1,GALNT15
GIPC3,RP11-295P9.3
PFDN1,RP11-315I20.3
SNAI3-AS1,UBL7
AC139887.4,AMBP
RP11-893F2.9;TMEM92-AS1,TMEM82
KRTAP5-8,SLC22A15
BLCAP,PHKB
VCPKMT,WIPF2
CAMTA2,SLC9A1
ZNF37A,PRC1-AS1
DNLZ,DHRS2
FGL2,GFRA1
RP11-369K16.1,LEMD1-AS1
RP11-327F22.1,RP11-274B21.3
RPS27L,UBE4A
MIR296,HAVCR1P1
TMEM69,IL17D
CAST,
AKNA,FAM53C
CCNT2,CTD-3193O13.13
AP001007.1,HIST1H2APS3
CTD-2369P2.4,ZBTB14
C4A,RP11-17E13.2
ATXN7L2,CAPN1
SNAP25,AC007036.4
SNAP25-AS1,AC007036.4
ARPC5,RP11-397E7.4
RP11-330M19.1,HES4
ST3GAL1,RP11-480A16.1
STX3,ZDHHC21
EMB,LRRC15
BAALC-AS1;RP11-318M2.2,NR2C1
FZD6,NR2C1
CTD-2609K8.3,SNORA63
RP11-327F22.2,RP11-274B21.3
CEP19,ITM2A
ZNF540,GDF10
RIT1,MTSS1L
CDK7,PNLIPRP3
RP11-680H20.2,FBXO27
SDHDP6,PEX19
PGPEP1L,ABCA8
PHBP9,
LRRC47,PLEKHM1P
NUP54,C9orf139
CNN2,RP4-800J21.3
BARD1,
SDCCAG3,CPSF3
MRC1L1,TRIM61
NSA2,TRIM74
LINC00680,RP11-1023L17.1
CTD-2047H16.4,NDUFS8
RNF213,NDUFS8
RP11-121C2.2,LCAT
NLRC3,EPB41L4A-AS1
RP11-677M14.7,CAPN15
RP11-399E6.1,AL022341.3
CTC-360G5.9,AC008440.5
UBR1,NEO1
CTD-2536I1.1;LINC01197,CTSZ
MYO5A,PDCD6IPP2;RP11-578F21.12
EML1,LIPJ
C8orf82,IFFO2
SURF6,PFAS
C11orf30,SELM
TPM3P9,
IGHG2,IGLV1-44
A3GALT2,SPDYE1
AC074117.10,RP11-83A24.2
BOC,CTB-59C6.3
ACPL2;PXYLP1,COL12A1
C1QL3,MXI1
SPC25,SAPCD2
C20orf96,AMMECR1L
RP5-1050D4.3,SLC9A1
AGAP9,RP11-144G6.12
CCNB1IP1,TOMM5
CCDC8,COPE
CTD-2260A17.1,IL27
RP11-504P24.8,YTHDC2
NPHP3-AS1,TERF1P5
HMCN1,RNVU1-14
RP11-71H17.7,AMT
KANK4,RP11-367J7.3
AP001469.5,MTAPP2
VARS2,FFAR4
PDF,NAGPA
LINC00663,AC111200.7
CTD-2192J16.22,FRMD6
DUSP15,FRMD7
SDCCAG3,PNMA1
TRHDE,ZFX
NSFL1C,RP4-548D19.3
CARS2,DIAPH2
PDIA2,CTC-459F4.1
FANCG,MID1IP1
BSPRY,AOC4P
PTPRD-AS1;RP11-75C9.1,CDCA5
CCDC90B,ACIN1
PPP2R4,CTD-2269F5.1
ERAP1,MEF2D
C16orf70,GPRASP2
SLC28A1,USP30
CHTF18,SLC35D1
FTSJ2,CD247
DISP2,C16orf70
TCTN3,AC004623.2
TMC7,MIR199A2
PFDN1,ITGA10
SEH1L,LINC00478;MIR99AHG
PIGG,WFIKKN1
FRMD3,RP11-375N15.2
TMEM222,TMEM255B
RP11-157J24.2,INTS1
TMEM57,FLAD1
RP11-225B17.2,GMIP
CBX8,ZBTB40
AMH,IAH1
CFAP97;KIAA1430,CBR4
RAC3,TFIP11
RP11-672A2.4,CYP51A1
CTD-2006C1.2,STK32C
PLXDC2,H1FX-AS1
IFT74,RTN4RL1
RP11-732A19.5,AARD
C8orf82,EEF1A1P11
C11orf30,SPR
CENPV,XYLT2
SNHG7,RAMP2-AS1
RP13-977J11.5,YARS
FAM110D,PPM1M
PIGBOS1;RP11-139H15.1,GLIS2
RIMS3,NPIPA5
RP11-90P13.1,AC090953.1
EPCAM,
CASC1,FAM95B1
WDPCP,RP11-46I8.4
RP11-389C8.2,GPR146
UBE2Q1,DDX39B
SSXP10,TRIM26
Z95704.5,C17orf104
LOXL2,ZDBF2
RP11-388P9.2,ZBTB16
AP000350.4;MIF-AS1,RP11-297M9.2
ARSB,OS9
CACTIN,ZADH2
MGST3,VPS39
CREB3L2,TNKS1BP1
RP11-389C8.2,PDE2A
RP1-59D14.5,NR2C1
CRHR2,ENPEP
RP11-671M22.4,RP13-996F3.5
AOC4P,RPS10P16
RP11-273G15.2,IFNA20P
GABPB1-AS1,RING1
PSMD8,CDNF
TRIM63,TNNC2
THUMPD3,CHD8
MMP17,FREM1
TIE1,RP11-446J8.1
CNTN4-AS1,C4orf3
FOXO3B,ZNF222
RBM18,H3F3AP6
SMIM15,VARS
ITGB1,CTB-31O20.6
RP11-686O6.2,
PNMA1,RP11-18I14.11
ZNF594,PLXNA4
SFTPD,RP11-592B15.9
SNX7,DIO3OS
CBR3,HSD11B1
LMF2,SGTA
RP11-252A24.2,PDPR
ATP6V0E2-AS1,RP11-347C12.10
MPP6,FOXO3
RP11-835E18.4,HAUS6P3;RP11-678B3.2
RUSC1-AS1,HSD17B7
FDPS,HSD17B7
PADI2,CHRM4
IKBIP,HNRNPA3P5
AC068499.10,RP1-261G23.7
RTN3,NBEAL1
ARHGEF15,SLC38A2
PDCD6IPP2;RP11-578F21.12,NDUFB10
RPL15P3,RP11-554J4.1
PGPEP1L,
MTHFD2,ANKRD11
INTS4,INTS4L1;INTS4P1
PRMT2,CEACAM6
FAM149B1,RP11-506M13.3
MESDC1,ZCCHC5
CTB-36H16.2,
CNP,ZCCHC8
GTF2H2B,GTF2H2C
RP11-252A24.2,RP11-296I10.3
SYCE1L,HERC6
GPR37L1,BMP8B
MECR,SNPH
ANO5,ZNF827
RBM18,RPL26P19
01-Mar,ULK4P3
DTNBP1,SON
CTB-179K24.3,CTD-2587M2.1
MAPK10,SDE2
TGFB1I1,RP5-855D21.3
TEX261,NECAP1
TMC7,LRRC61
TP53TG1,KDSR
ARHGEF39,ZNF511
ZNF738,SATB2-AS1
NBEAL1,
C4orf33,RP11-780K2.1
CD163,AOX1
DCXR,MICALCL
KRT7,DTWD2
ANKRD54,TRIM9
GPRC5B,PITPNB
TRGC2,IFT27
GPR37L1,ENTPD2
LMF2,GNB2
PEX5,BTN3A1
RP4-785G19.5,CTD-2192J16.22
